prompt,prompt_len,target
"Busch's ambience set it apart from others ST. LOUIS -- Even a cookie-cutter stadium -- which is the pejorative term that came to describe the multipurpose bowls that seemed to spring up simultaneously in Pittsburgh, Cincinnati, Atlanta, Queens, Philadelphia, and St. Louis in the late 1960s and early '70s -- can have their quirks.",77,0
"N. Irish Peace Talks End Without Breakthrough  LEEDS CASTLE, England (Reuters) - Talks aimed at reviving  home rule in Northern Ireland and disbanding IRA guerrillas  ended on Saturday without a final deal, British and Irish Prime  Ministers Tony Blair and Bertie Ahern said.",58,1
"Shock Jock Dodges Censors With Move To Satellite Radio Howard Stern, one of the most popular but polarizing personalities in radio, has proclaimed his emancipation from the decency czars of the Federal Communications Commission.",42,0
"Business Council: Economic Survey Wrong  NEW YORK (Reuters) - Chief executives in the United States  are not as pessimistic as the Business Council thought last  week when it issued its economic survey, the group said on  Tuesday, citing a ""tabulation error.""",54,0
"EADS to make bid for Thales PARIS, Nov 12 (AFP) - The European Aeronautic, Defence and Space Company (EADS) will soon launch a bid for French defence electronics group Thales in a deal orchestrated by the French government, which owns just over 15 percent of EADS and 31 percent of ",69,0
"Arsonists Set Fire to Parisian Jewish Soup Kitchen  PARIS (Reuters) - Arsonists set fire to a Jewish soup  kitchen in central Paris early on Sunday morning and daubed  Nazi symbols on the building, police said, in the latest  anti-Semitic act in France.",60,1
"Lions Top Cardinals, Break Losing Streak (AP) AP - Kevin Jones ran for 196 yards and a touchdown to lead Detroit over the Arizona Cardinals 26-12 Sunday, ending the Lions' five-game losing streak and keeping their playoff hopes alive in the muddled and mediocre NFC.",63,0
"Ont. attorney general says pit bull problem more urgent than first imagined (Canadian Press) Canadian Press - TORONTO (CP) - The problem of pit bull attacks in Ontario is more widespread and ""more urgent than we imagined in the first place,"" Attorney General Michael Bryant said Thursday as he vowed action to protect the public from the dogs.",67,1
"Japan Corporations Lag in Promoting Women (AP) AP - When Ginko Sato landed her first job in the 1950s, the only person who genuinely welcomed her was the other woman in her office, a secretary who was relieved she would have help serving tea to colleagues and guests.",60,1
CTIA shines spotlight on mobile middleware (InfoWorld) InfoWorld - Mobility will take center stage this week as San Francisco plays host to the Cellular Telecommunications  amp; Internet Association's (CTIA) Wireless I.T.  amp; Entertainment 2004 fall conference.,60,0
Explosion marks first day of Iraq campaigns Violence marred Iraq #39;s first official day of parliamentary election campaigning Wednesday as interim Iraqi Prime Minister Ayad Allawi announced his candidacy for the Jan. 30 ,44,1
"Nikkei Poised to Fall for 8th Day  TOKYO (Reuters) - Tokyo's Nikkei average fell 0.46 percent  by late Tuesday, setting the stage for an eighth straight day  of losses after oil prices topped \$50 a barrel, fanning  concerns about Japan Inc's prospects.",68,0
"Radcliffe finds the old character for her next book When Paula Radcliffe #39;s autobiography My Story So Far hits the bookshelves next week it will already be out of date, because it will not include the tale of her dramatic victory in the New York City Marathon here yesterday.",58,0
Microsoft pushes search technology to market SEATTLE Microsoft launches Web search technology today that it hopes will give it a share of the market dominated by Google. The new search engine will initially be available only on a special test site.,45,0
"Networks Rescues Nokia Growth at Nokia Corp. #39;s (NYSE: NOK - message board) Networks division continues to keep company net sales afloat, with the Finnish vendor today predicting healthy times ahead for the cellular infrastructure market.",48,0
"Full Extent of Indonesia Disaster Slowly Revealed  BANDA ACEH, Indonesia (Reuters) - Desperate survivors  huddle in clearings without food or shelter above the water  line all along the tsunami-ravaged coast of Indonesia's Aceh  province, and corpses float as far as 20 miles out to sea.",67,1
"Wenger fined and reprimanded for Man United comments LONDON: Arsenal manager Arsene Wenger has been fined 15,000 pounds (\$NZ41,100) for improper conduct for comments he made after the champions #39; 2-0 defeat by Manchester United in October.",64,0
"3 Fugitive Muslim Militants Suspected in Jakarta Attack Indonesian investigators said Friday that they believed Thursday morning #39;s bombing of the Australian Embassy, which killed nine people, was carried out by three ",43,1
Kumble delight over record feat Anil Kumble was thrilled after becoming the leading Indian Test wicket-taker on the first day of the first Test against Bangladesh in Dhaka.,34,0
Newmont considers lawsuit over jailed executives (Canadian Press) Canadian Press - DENVER (AP) - Newmont Mining Co. officials said Wednesday they are considering a lawsuit against Indonesian police over the jailing of five company executives during a pollution investigation.,50,1
"BPL Interference Evaluation Tool: I have developed a tool to assist in evaluating the effects of BPL on a radio receiving installation. The tool allows you to determine using your own Antenna and receiver installation parameters, the effect that BPL might have on your installation.",53,0
"Sharon says recent events may be turning point in Mideast Israeli Prime Minister Ariel Sharon said Thursday that the recent events could be a historic turning point for the Middle East, without mentioning the death of Palestinian leader Yasser Arafat.",47,1
"Tanager clients: Wachovia to watch over you Tanager Financial Services of Waltham, which helps wealthy people manage their finances, yesterday agreed to a takeover by North Carolina-based banking giant Wachovia.",41,0
Oil prices continue upward climb Oil futures prices surged to new heights above \$55-abarrel on Friday as concerns about the global supply of heating oil persist ahead of winter in the Northern Hemisphere.,40,0
"Bomb explodes at Shiite mosque in Pakistan ISLAMABAD, Pakistan -- A bomb exploded Sunday at a Shiite mosque in the eastern city of Lahore, injuring several people, police said.",37,1
"Japanese Stocks May Rise on US Job Growth; Toyota May Advance Japanese stocks may rise after a US government report showed accelerating job growth, suggesting that the world #39;s largest economy is emerging from a midyear lull.",46,0
"Britain considering tough new anti-terror laws London: Britain is considering sweeping new anti-terrorism laws including special courts to try terror suspects without a jury, Home Secretary David Blunkett said in an interview Sunday.",43,1
"Nortel cutting 950 jobs in Canada, mostly in Ottawa, among total &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - Nortel Networks gave details of previously announced job cuts Thursday, saying it is cutting 950 jobs in Canada - almost 10 per cent of its workforce in this country-and 1,400 in the United States among a total of 3,250 to be eliminated ",100,0
"Clashes in Haitian capital kill at least 14 PORT-AU-PRINCE, Haiti - Three politicians allied with former president Jean-Bertrand Aristide were led away in handcuffs after a six-hour standoff at a radio station, and gunfire erupted today in Haiti #39;s capital where political clashes have left 14 dead ",70,1
"Cuban M.D. Staying at Argentine Embassy A prominent Cuban doctor who was denied permission to travel to Buenos Aires to visit relatives was staying at the Argentine Embassy on Thursday, but her son said she does plan to seek asylum in a case that has raised tensions between the two nations.",57,1
We #39;ve damaged each other too long: Musharraf United Nations: Pakistan President General Pervez Musharraf said he was looking forward to a  quot;constructive and positive quot; dialogue with Prime Minister Manmohan Singh and was  quot;very optimistic of the results.,61,1
"AMD, IBM Use Strained Silicon Transistor Advancement in 2005 Engineers from IBM, AMD, Sony and Toshiba have developed a strained silicon transistor technology aimed at improving processor performance and power efficiency with up to a 24 percent transistor speed increase.",52,0
Thousands in anti-war protest rally The parents of British soldiers killed in Iraq were among thousands of protesters who joined an anti-war march through central London yesterday.,33,1
"American League Playoff Game Summary - Anaheim at Boston The headline on Friday #39;s edition of the Boston Herald read  quot;Go Yanks!, quot; indicative of how badly the Red Sox faithful yearn for a rematch of last year #39;s ALCS...Prior to the game, Scioscia announced that suspended outfielder Jose Guillen would not be ",78,0
